Observation_ID,Common_Name,Scientific_Name,Family,Genus,Observed_Length_(m),Observed_Weight_(kg),Age_Class,Sex,Date_of_Observation,Country/Region,Habitat_Type,Conservation_Status,Observer_Name,Notes
341,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,3.05,188,Adult,Female,01-02-2011,Colombia,Mangroves,Vulnerable,Connie_Williams,Wife_send_offer_bed_it_skill_challenge_from_live_seat_nature_energy_huge_its_recently.
342,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,3.32,230.9,Adult,Unknown,25-10-2021,Guinea,Shaded_Forest_Rivers,Critically_Endangered,Karen_Gonzalez,Present_cultural_pattern_save_east_author_since_food.
343,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.28,97.8,Adult,Female,22-02-2010,Mauritania,Oases,Least_Concern,Ann_Powers,Half_couple_general_pretty_show_college_glass_start_sort_perhaps_key.
344,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,2.95,170,Subadult,Female,21-04-2017,Côte_d'Ivoire,Shaded_Forest_Rivers,Critically_Endangered,Cynthia_Jennings,Serious_table_both_approach_we_unit_than_star_add_really_born.
345,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,3.49,305.4,Adult,Unknown,12-12-2011,Colombia,Flooded_Savannas,Critically_Endangered,Alexander_Clark,Deep_national_seek_nature_performance_yeah_reason_property_heavy_town_money_eight_art_customer_recent_even_let.
346,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,0.61,56.4,Hatchling,Female,08-06-2011,Pakistan,Lakes,Vulnerable,Andrea_Guerrero,Ten_affect_test_power_discuss_herself_with_between_firm_term_mother_cost_may.
347,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.1,87.2,Adult,Male,27-03-2014,Congo_Basin_Countries,Swamps,Endangered,Timothy_Smith,Two_figure_majority_season_adult_range_green_few_you_without.
348,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,2.8,149.4,Subadult,Unknown,11-02-2023,Nepal,Reservoirs,Vulnerable,Antonio_Scott,Three_spring_ahead_never_exactly_charge_today_prevent_because_him_whether_partner_personal_dinner_drive.
349,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,2.92,166.7,Adult,Female,17-09-2020,Vietnam,Slow_Rivers,Critically_Endangered,Wesley_Browning,Last_capital_present_ok_range_dark_catch_read_together_travel_involve.
350,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,2.04,168.7,Juvenile,Male,19-05-2008,Kenya,Reservoirs,Least_Concern,Patricia_Douglas,True_fish_newspaper_we_brother_fish_they_risk_she_they_increase.
351,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,0.24,32.3,Hatchling,Male,05-04-2006,Indonesia,Swamps,Least_Concern,Jeremy_Peck,Charge_could_capital_ago_worry_pay.
352,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,0.9,9,Juvenile,Female,18-07-2010,Congo,Forest_Swamps,Data_Deficient,Lisa_Carlson,Reach_grow_read_live_maybe_painting_Republican_hear_system_man_case.
353,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.59,87.1,Subadult,Unknown,07-09-2016,Mexico,Rivers,Least_Concern,Andrew_Duran,Understand_wear_development_provide_dark_daughter_computer.
354,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,0.88,20.5,Juvenile,Male,15-03-2005,Australia,Gorges,Least_Concern,Jessica_Williamson,Term_thought_into_simply_part_station_result_hour_voice_occur_movie_political_region.
355,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.92,139.4,Adult,Unknown,07-05-2006,Cuba,Swamps,Critically_Endangered,Brian_Bryant,There_early_Mrs_worker_always.
356,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.09,13.9,Subadult,Female,01-04-2021,Congo,Slow_Streams,Data_Deficient,Phillip_Estes,Fact_huge_fight_still_leave.
357,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.64,129.9,Adult,Female,05-06-2021,Gabon,Swamps,Endangered,Louis_Brown,Tough_less_position_bed_may_conference_one_thus_national_hotel_food_agent_law_to_time_think_bed.
358,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,0.65,97.9,Hatchling,Male,20-10-2024,Venezuela,Flooded_Savannas,Critically_Endangered,Matthew_Dawson,Responsibility_but_box_last_guy_model_himself.
359,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.5,97.3,Subadult,Female,12-03-2014,Indonesia,Lakes,Least_Concern,Kayla_Herring,Nearly_analysis_color_friend_the_television_class.
360,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,0.15,5.4,Hatchling,Male,12-11-2025,Sierra_Leone,Small_Streams,Vulnerable,Randy_Williams,Finally_shoulder_land_phone_brother_capital.
361,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,2.87,168,Adult,Female,12-11-2016,Guinea,Shaded_Forest_Rivers,Critically_Endangered,Marcus_King,Marriage_material_space_part_management_describe_process_law_kind_over_according.
362,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,2.02,92.5,Juvenile,Unknown,09-07-2017,Colombia,Coastal_Lagoons,Vulnerable,Diana_Fuller,Any_challenge_president_already_take_project_study_fear_turn.
363,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,3.28,217.2,Adult,Unknown,19-07-2008,Ghana,Swamps,Critically_Endangered,Jason_Thompson,Particularly_reality_organization_skin_concern_lay_often_use_behavior_federal.
364,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,1.46,41.8,Juvenile,Unknown,09-10-2025,Indonesia,Swamps,Least_Concern,James_Jones,Successful_assume_likely_business_teacher_forget_including_decide_decade_around_number_without_more_because.
365,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,2.28,114,Adult,Unknown,20-06-2016,Ghana,Shaded_Forest_Rivers,Critically_Endangered,Lisa_French,Interview_summer_employee_offer_perhaps_until.
366,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,4.16,558.3,Subadult,Unknown,03-08-2025,India,Estuaries,Least_Concern,Kathleen_Daniel,Manage_conference_participant_remember_without_ability_agency_personal_brother_summer_son_yourself_increase.
367,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.08,88.4,Adult,Female,03-11-2005,Congo_Basin_Countries,Swamps,Endangered,Justin_Walsh,Political_real_effort_attack.
368,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,4.78,696,Adult,Male,02-11-2011,Philippines,Estuaries,Least_Concern,Joshua_Wang,Rate_game_right_pattern_ahead_compare_form_full.
369,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.28,19,Adult,Female,20-11-2021,Congo,Forest_Swamps,Data_Deficient,Sydney_Robles,Loss_physical_throughout_Mr_friend_six_including_sea_strong.
370,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,2.04,59.3,Subadult,Male,15-10-2015,Australia,Billabongs,Least_Concern,Nathaniel_Stewart,Affect_officer_forward_trouble_somebody_at_chance_subject_fund_heart_move_coach_paper_cost_bring.
371,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,2.04,65.8,Subadult,Male,25-01-2020,Philippines,Rivers,Critically_Endangered,Elizabeth_Hodge,Even_beautiful_theory_he_stop_few_modern.
372,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,3.03,145.9,Subadult,Unknown,09-04-2008,Papua_New_Guinea,Freshwater_Wetlands,Least_Concern,James_Johnson,Tree_kitchen_agent_lot_matter_couple_type.
373,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.42,33.3,Juvenile,Female,24-07-2020,Philippines,Rivers,Critically_Endangered,Kelly_Rowe,Show_better_word_might_yeah_day_already_hold_ten_break.
374,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.22,95,Subadult,Male,04-08-2020,Congo_Basin_Countries,Forest_Rivers,Endangered,Andrew_Charles,Four_threat_billion_she_seat_against_serve_police.
375,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,0.78,6.5,Juvenile,Female,24-10-2019,Liberia,Small_Streams,Vulnerable,Curtis_Mitchell,Five_kid_brother_chance_event_address_performance_method.
376,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,4.1,513.9,Adult,Female,15-11-2015,Sudan,Rivers,Least_Concern,Gregory_Flores,Wall_sound_off_commercial_find_throughout.
377,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.61,40.4,Subadult,Female,21-12-2012,Philippines,Freshwater_Marshes,Critically_Endangered,Amber_Johnson,Black_approach_interview_condition_other_or_structure_record_pattern.
378,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,0.43,28.5,Hatchling,Male,31-08-2012,Vietnam,Oxbow_Lakes,Critically_Endangered,Robert_Marquez,Bad_type_share_nothing_behavior_sort_recognize_best_financial_popular.
379,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,3.25,194.1,Subadult,Female,28-05-2025,Venezuela,Mangroves,Vulnerable,Julie_Meza,Technology_pay_tree_hot_record_professor_small_think_law_air.
380,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,0.84,9.9,Juvenile,Male,25-08-2014,Congo,Forest_Swamps,Data_Deficient,Gregory_Murray,Executive_give_offer_meet_if_research_blood_news.
381,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,4.07,352.7,Adult,Female,28-09-2024,Colombia,Brackish_Rivers,Vulnerable,Eric_Murray,Including_per_nature_wind_himself_future_sport_opportunity_six_itself_skin_name_door.
382,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,0.88,37.6,Juvenile,Unknown,03-11-2018,Liberia,Shaded_Forest_Rivers,Critically_Endangered,Angela_Galvan,Student_boy_other_foot_best_knowledge_final_image_our_rate_others.
383,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.25,186.3,Adult,Unknown,28-07-2019,Nepal,Rivers,Vulnerable,Erin_Newman,Bed_stage_thought_tough_player_a_chair_chance.
384,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.72,155.3,Adult,Female,29-12-2009,Congo_Basin_Countries,Forest_Rivers,Endangered,Jean_Lane,Day_theory_feel_some_quickly_truth_view.
385,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,3.14,196.7,Adult,Male,04-08-2014,Colombia,Coastal_Lagoons,Vulnerable,Suzanne_Mooney,Account_worry_identify_camera_family_hard_nature_apply_reflect_star_grow_technology_tend_dog_reduce_hour.
386,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.6,106.1,Adult,Male,05-09-2016,Papua_New_Guinea,Swamps,Least_Concern,James_James,Deep_community_cause_new_successful_growth_individual_eye_their_by_activity_possible_century_those_price_window.
387,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,6.12,1139.7,Adult,Male,14-07-2011,Papua_New_Guinea,Coastal_Wetlands,Least_Concern,Chad_Shaffer,Throw_receive_us_perhaps_lawyer_interest_star_his_difficult_interesting_account.
388,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,1.58,36.6,Juvenile,Unknown,25-03-2016,Australia,Freshwater_Rivers,Least_Concern,Dr._Michael_Adams_DVM,Happen_within_nothing_relate_both_loss_real_center_rule_worker_worker_single_let_back_three_because_line_score.
389,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,3.27,191.8,Adult,Female,09-01-2007,Cuba,Swamps,Critically_Endangered,Angela_Schultz,Fine_apply_gas_sing_light_mention_light_safe_inside_whether.
390,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,1.82,59,Adult,Unknown,24-09-2018,Mexico,Rivers,Least_Concern,Donna_Johnson,See_risk_nor_article_list_college_appear_wrong_speak_person_expert_bar_measure_surface_everyone_car_exactly_tax_add.
391,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,0.9,37.1,Juvenile,Male,31-05-2014,Niger,Lakes,Least_Concern,Christopher_Vargas,Process_have_compare_site_door_Congress_month_almost_worker_whose.
392,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,2.06,63.1,Subadult,Unknown,10-02-2023,Australia,Gorges,Least_Concern,Samantha_Monroe,Side_draw_key_point_decision_same_generation_politics_sense_break_cold_human_feeling_second.
393,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,0.64,47.8,Hatchling,Unknown,04-07-2017,Sri_Lanka,Lakes,Vulnerable,Kim_James,Listen_certain_that_activity_until_large_question_which.
394,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,0.79,48.4,Juvenile,Male,28-01-2020,Cuba,Freshwater_Wetlands,Critically_Endangered,Amanda_Hardin,What_it_truth_teach_friend_environment_better_pressure_hospital_significant_see_same_open.
395,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,2.81,110.9,Adult,Female,24-07-2015,Papua_New_Guinea,Freshwater_Wetlands,Least_Concern,George_Vaughn,Finish_action_across_attack_in_moment_rate_goal.
396,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.6,89.9,Adult,Unknown,12-11-2016,Papua_New_Guinea,Swamps,Least_Concern,Darlene_Johnson,Begin_voice_prevent_structure_wear_point_remain_build_task_candidate_prevent_tonight_not.
397,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,1.66,51.4,Juvenile,Unknown,01-03-2016,Malaysia,Rivers,Data_Deficient,Stephanie_Dominguez,Far_produce_away_law_yet_show_realize_property.
398,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,1.91,54.2,Adult,Female,08-01-2006,Australia,Billabongs,Least_Concern,Dawn_Norman,Since_him_four_art_western_enough_key_man_up_particular_condition_man_century.
399,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.46,34.7,Adult,Female,16-03-2022,Philippines,Freshwater_Marshes,Critically_Endangered,Colleen_Schneider,Resource_billion_authority_number_economy_knowledge_to_chance_policy_usually_professor_entire.
400,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.42,76,Subadult,Male,20-10-2015,Papua_New_Guinea,Rivers,Least_Concern,Summer_Andrews,Remain_side_long_identify_road_speech_audience_difficult_his_ready_sister_building_movement_yard_four_field.
401,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.73,36.9,Adult,Unknown,07-01-2017,Congo,Forest_Swamps,Data_Deficient,Zachary_Holland,Movement_which_ball_least_short_possible_computer_always_his_course_receive.
402,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,2.41,75,Adult,Male,08-05-2018,Papua_New_Guinea,Rivers,Least_Concern,Lydia_Howard,Those_just_country_along_agent_you_draw.
403,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,0.53,263.9,Hatchling,Unknown,24-07-2005,Papua_New_Guinea,Mangroves,Least_Concern,Ricky_Schneider,Move_strong_last_yet_already_argue_skin_amount_brother_southern_project.
404,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,3.12,166.5,Adult,Unknown,24-12-2007,Papua_New_Guinea,Rivers,Least_Concern,Michael_Sawyer,Scientist_do_author_save.
405,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,3.07,158.5,Adult,Male,23-06-2012,Côte_d'Ivoire,Shaded_Forest_Rivers,Critically_Endangered,Alec_Meadows_DDS,Red_candidate_common_anyone_film_soldier.
406,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,0.46,5.2,Juvenile,Unknown,28-02-2012,Côte_d'Ivoire,Forest_Swamps,Vulnerable,Christopher_Garza,Box_organization_past_as_dark_front_structure.
407,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.92,146.9,Subadult,Unknown,29-06-2010,Cuba,Freshwater_Wetlands,Critically_Endangered,Jennifer_Martinez,National_focus_who_degree_animal_community_as_event_serious_collection_have_close_during.
408,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.02,62.4,Subadult,Unknown,16-05-2018,Indonesia,Rivers,Least_Concern,Brandi_Moody,Partner_sing_administration_main_according_conference_become_prepare_thought_indicate_southern_significant_realize_deal_policy.
409,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,1.89,42.6,Adult,Female,26-09-2017,Australia,Freshwater_Rivers,Least_Concern,Jennifer_Hurley,Reality_other_response_partner_because_step_feeling_industry_newspaper_court_worry_with_peace_television_would_medical_less.
410,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,1.88,60.1,Juvenile,Female,17-10-2013,Mexico,Lagoons,Least_Concern,Christine_Brown,Someone_rate_why_listen_computer_prove_amount_population.
411,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,1.78,55.6,Juvenile,Male,24-05-2016,Papua_New_Guinea,Swamps,Least_Concern,Jeffrey_Cook,Analysis_science_understand_compare_size_machine_break_time.
412,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,1.04,31.5,Juvenile,Female,11-08-2013,Papua_New_Guinea,Swamps,Least_Concern,Leslie_Nguyen,Section_together_discover_body_direction_down_include.
413,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.99,134.5,Adult,Male,01-08-2021,Malaysia,Rivers,Data_Deficient,Steven_Jones,Machine_three_certain_until_lawyer_hold_carry_rest_place_wish_dark_camera_realize_arrive_carry_surface_learn.
414,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,1.84,60.9,Juvenile,Female,06-05-2012,Indonesia,Rivers,Least_Concern,Greg_Tanner,Church_some_well_town_official_need_discover_in.
415,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,3.07,195.5,Adult,Unknown,07-05-2008,Colombia,Mangroves,Vulnerable,Shannon_Robinson,Student_evidence_role_save_east_force_often_through_option_chance_off_above_woman_always.
416,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,2.92,161,Subadult,Female,02-01-2007,Ghana,Shaded_Forest_Rivers,Critically_Endangered,Randy_Johnson,Hour_special_recent_better_manager_bar_send_really_image_design_grow_dream_your_administration_protect_class_learn.
417,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,0.48,35.1,Hatchling,Male,26-04-2024,Niger,Rivers,Least_Concern,Lauren_Bray,Sign_them_if_smile_have_less_plant_team_audience_throw.
418,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,3.44,197.1,Adult,Unknown,21-11-2008,Malaysia,Rivers,Data_Deficient,Andrew_Simmons,Recently_partner_offer_debate_range_per_friend_usually.
419,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.52,22.6,Adult,Female,04-10-2019,Central_African_Republic,Forest_Swamps,Data_Deficient,Susan_Cox,Book_half_people_half.
420,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.11,77.1,Subadult,Unknown,25-05-2023,Cuba,Swamps,Critically_Endangered,Justin_Jones,Catch_friend_much_power_say_sell_that_reflect_send.
421,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,2.66,116.2,Adult,Female,13-10-2025,Iran,Reservoirs,Vulnerable,Erica_Hurst,Quite_everyone_as_generation_main_money_but.
422,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,3.18,473.1,Juvenile,Female,06-06-2015,Philippines,Estuaries,Least_Concern,Meghan_Patel,Later_happy_pull_really_within_third_could_this_beautiful_hospital_condition_when_baby.
423,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,3.02,183.4,Adult,Unknown,04-01-2012,Venezuela,Coastal_Lagoons,Vulnerable,Brian_Hernandez,Themselves_minute_physical_fall_wide_must_car_get.
424,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.51,28.4,Subadult,Female,04-10-2008,Congo,Slow_Streams,Data_Deficient,Matthew_Carter,Against_soon_strong_mind_from_official.
425,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,5.1,698.8,Adult,Male,08-06-2011,Papua_New_Guinea,Estuaries,Least_Concern,Rachel_Tucker,Success_knowledge_fight_car_smile_commercial_employee_machine_wife_show.
426,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.31,17.3,Subadult,Unknown,29-07-2021,Sierra_Leone,Small_Streams,Vulnerable,Harry_Bryant,Peace_claim_movement_consider_compare_remain_toward_some.
