row_id,boardgame,release_year,min_players,max_players,min_playtime,max_playtime,minimum_age,avg_rating,num_ratings,complexity,rank_overall,owned,wishlisted,total_plays,fans,page_views,std_deviation,comments,monthly_plays,previously_owned,for_trade,want_trade,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,categories,mechanics,families,designers,artists,publishers,solo_designers,developers,graphic_designers,sculptors,editors,writers,insert_designers,rank_strategy,rank_thematic,rank_family,rank_war,rank_customizable,rank_abstract,rank_party,description,amazon_price_usd,bgg_store_price_usd,boardgamebliss_price_cad,boardgamebliss_price_usd,boardtopia_price_usd,cardhaus_games_price_usd,cloak_&_gamer_price_usd,collector_store_llc_price_usd,dryad_games_price_usd,ebay_price_usd,elevated_board_games_price_usd,fowers_games_price_usd,game_summon_price_gbp,game_summon_price_usd,gamers_guild_az_price_usd,hachette_boardgames_usa_price_usd,k&b_hobbies_and_games_price_cad,k&b_hobbies_and_games_price_usd,link_to_game,miniature_market_price_usd,noble_knight_games_price_usd,philibert_price_eur,philibert_price_usd,ranks_children's,renegade_game_studios_price_usd,spiele-offensive.de_price_eur,spiele-offensive.de_price_usd,stonemaier_games_price_usd,suggested_retail_price_usd,usedgames.ca_price_cad,usedgames.ca_price_usd,wellplayed_price_chf,wellplayed_price_usd,zatu_games_price_gbp,zatu_games_price_usd,zulu's_board_game_cafe_price_usd
506,Woodcraft,2022,1,4,60.0,120.0,12.0,7.604,5721,3.82,506,9954,2907,19915,574,715408,1.28,888,117,1253,154,354,8,15,41,75,195,466,1300,2200,1100,289,Fantasy;Industry / Manufacturing,Action Drafting;Contracts;Dice Rolling;End Game Bonuses;Income;Rondel;Solo / Solitaire Game,Creatures: Fairies / Elves / Pixies;Mechanism: Purchase Additonal Actions;Theme: Nature;Theme: Trees and Forests,Ross Arnold;Vladimír Suchý,Michal Peichl,Delicious Games;Arrakis Games;Fox in the Box;Gém Klub Kft.;Intrafin Games;Jumping Turtle Games;Mosaico Jogos;MTS Games;Pegasus Spiele;Portal Games;Rio Grande Games;Rozum;Tesla Games;YOKA Games,,,Michal Peichl,,Jason Holt,,,309,,,,,,,"Grow trees, gather wood and other materials, craft items and build the best workshop!",56.63,,63.95,46.17,46.98,,,,,32.0,,,,,,,,,https://boardgamegeek.com/boardgame/355093/woodcraft,49.99,32.0,49.95,58.35,,,,,,,,,,,,,
507,Libertalia: Winds of Galecrest,2022,1,6,45.0,60.0,14.0,7.454,7701,2.19,507,14014,3849,24712,670,748492,1.26,1200,195,1250,184,399,32,21,37,111,217,756,2100,3100,1100,277,Fantasy;Pirates,Action Queue;Hand Management;Selection Order Bid;Set Collection;Simultaneous Action Selection;Take That;Turn Order: Role Order;Variable Phase Order,Category: Dized Tutorial;Digital Implementations: TableTop Simulator Mod (TTS);Digital Implementations: Tabletopia;Misc: Watch It Played How To Videos;Organizations: Automa Factory;Players: Games with Solitaire Rules;Theme: Airships / Blimps / Dirigibles / Zeppelins;Theme: Anthropomorphic Animals;Theme: Pirates,Paolo Mori,Lamaro Smith,Stonemaier Games;999 Games;Albi;Arclight Games;Automa Factory;Delta Vision Publishing;Feuerland Spiele;Ghenos Games;Grok Games;Korea Boardgames;Maldito Games;Matagot;PHALANX;Surfin' Meeple,Lines J. Hutter;Morten Monrad Pedersen,Jamey Stegmaier,Christine Santana,,Michael S. Lee,,,341,,107,,,,,"Diverse pirate-animal crews take to the skies, dividing up powerful loot.",59.99,,,,,48.0,,,,32.04,,,,,,,63.99,46.2,https://boardgamegeek.com/boardgame/356033/libertalia-winds-of-galecrest,,50.0,,,,,,,49.0,,,,,,36.95,49.84,
508,Arydia: The Paths We Dare Tread,2025,1,4,60.0,240.0,14.0,9.158,1985,3.32,508,4662,4519,10765,1738,1346378,1.35,676,444,205,29,484,11,6,11,8,14,38,63,190,515,1100,Adventure;Dice;Exploration;Fantasy,Cooperative Game;Critical Hits and Failures;Dice Rolling;Grid Movement;Line of Sight;Modular Board;Narrative Choice / Paragraph;Role Playing;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Storytelling;Tech Trees / Tech Tracks,Admin: Better Description Needed!;Components: Polyhedral (not D6) dice;Crowdfunding: Kickstarter;Mechanism: Campaign Games;Players: Games with Solitaire Rules,Cody Miller;Ira Fay,Philipp Ach;Tess Anderson;Lina Cossette;David Forest;Kirk Hamilton,Far Off Games,,Ira Fay;Alex McGrath;Luke Townsend,Philipp Ach,Barruz Studio,,,,,29,,,,,,"Exiles explore the lands of Arydia, fighting and questing, to earn their way home.",,,,,,,,,,599.0,,,,,,,,,https://boardgamegeek.com/boardgame/219650/arydia-the-paths-we-dare-tread,,545.0,,,,,,,,,,,,,,,
509,Sprawlopolis,2018,1,4,15.0,20.0,8.0,7.283,12007,1.8,509,26901,3230,110906,722,759795,1.17,2532,516,1823,299,340,7,13,51,157,431,1700,4200,3900,1300,386,Card Game;City Building;Territory Building,Closed Drafting;Cooperative Game;Hand Management;Layering;Solo / Solitaire Game;Tile Placement,Components: Multi-Use Cards;Containers: Wallets;Crowdfunding: Kickstarter;Game: Sprawlopolis;Mechanism: Partially overlapping cards;Players: Games with Solitaire Rules;Series: Master Print Mini (Quined);Series: Micro Game (Matagot);Series: Pocket Games series (Kozak Games);Series: Sprawlopolis;Series: Wallet Games (Button Shy);Theme: City,Steven Aramini;Danny Devine;Paul Kluka,Loïc Billiau;Dalton Cara;Danny Devine;Karolina Jędrzejak,Button Shy;Across the Board;Banana Games;Diversion (دایورژن);Djama Games;Even Toys and Games;Frosted Games;Funbox Editora;Geekach LLC;KOZAK Games;Lucky Duck Games;Magellan;Matagot;Quined Games;REXhry;Salt & Pepper Games,,,,,Travis D. Hill,,,363,,124,,,,,Build the best metropolis by following the planning rules with this 18-card deck.,,,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/251658/sprawlopolis,,,7.9,9.23,,,,,,,,,,,8.89,11.99,
510,Fresco,2010,2,4,60.0,60.0,10.0,7.243,13441,2.64,510,16554,2386,27201,456,955086,1.15,2757,29,3544,547,424,21,27,52,177,534,1700,4800,4600,1300,318,Renaissance,Action Queue;Grid Movement;Market;Set Collection;Simultaneous Action Selection;Turn Order: Stat-Based;Worker Placement,Series: Yellow Wave Box (Queen);Theme: Art;Theme: Painting / Paintings,Wolfgang Panning;Marco Ruskowski;Marcel Süßelbeck,Oliver Schlemmer,Queen Games;Arclight Games;Competo / Marektoy;Devir;Piatnik,,,,,,,,356,,125,,,,,Buy and mix paints to restore the Renaissance fresco and earn the Bishop's favor.,,,66.95,48.34,,,,,,3.82,,,,,,,,,https://boardgamegeek.com/boardgame/66188/fresco,,9.0,,,,,,,,,,,,,,,
511,Space Hulk (Third Edition),2009,2,2,60.0,60.0,12.0,7.533,7202,2.78,511,10300,1585,10666,1113,1349119,1.79,1727,2,1400,233,361,153,46,74,111,266,754,1600,2100,1200,898,Fighting;Miniatures;Science Fiction;Wargame,Action Points;Dice Rolling;Grid Movement;Modular Board;Scenario / Mission / Campaign Game,"Admin: Better Description Needed!;Category: Dungeon Crawler;Components: Sand Timers;Game: Space Hulk;Mechanism: Campaign Games;Players: Two-Player Only Games;Setting: Warhammer 40,000 Board Games",Richard Halliwell,John Blanche;Alex Boyd;Robin Carey;Paul Dainton;David Gallagher;Neil Hodgson;Nuala Kinrade;Adrian Smith,Games Workshop Ltd.,,,,,,,,,99,,,,,,Space Marines combat Genestealers in the cramped corridors of a derelict spaceship.,,,,,,,,,,349.99,,,,,,,,,https://boardgamegeek.com/boardgame/54625/space-hulk-third-edition,,290.0,,,,,,,,,,,,,,,
512,Kutná Hora: The City of Silver,2023,2,4,60.0,120.0,13.0,7.773,4669,3.33,512,7406,2322,14355,712,689376,1.25,814,241,567,91,284,5,8,20,50,105,359,997,1800,1000,340,City Building;Economic;Medieval,Action Queue;Events;Hand Management;Market;Multi-Use Cards;Square Grid;Tile Placement;Turn Order: Progressive;Variable Player Powers;Variable Set-up,Components: RE-Wood;Country: Czech Republic;Theme: Mining,Ondřej Bystroň;Petr Čáslava;Pavel Jarosch,Roman Bednář;Štěpán Drašťák;Dávid Jablonovský;Jakub Politzer;Milan Vavroň,Czech Games Edition;Cranio Creations;Devir;DiceTree Games;HeidelBÄR Games;IELLO;Laguna;MINDOK;Rawstone;Rebel Sp. z o.o.;Vagabund,,Tomáš Uhlíř,Radek Boxan,Roman Bednář,Jason Holt,Jason Holt,,302,,,,,,,"Smelt precious silver, develop a medieval city, but mind the ever-changing economy!",56.0,,,,,59.95,,,,57.68,,,,,,,,,https://boardgamegeek.com/boardgame/385610/kutna-hora-the-city-of-silver,29.99,59.95,,,,,,,,59.95,,,,,47.55,64.13,
513,Flash Point: Fire Rescue,2011,2,6,45.0,45.0,10.0,7.15,24996,2.2,513,40064,4521,88957,1403,1650171,1.26,4867,188,5843,1052,466,23,64,217,429,1300,3800,8600,7500,2300,715,Adventure,Action Points;Cooperative Game;Dice Rolling;Grid Movement;Pick-up and Deliver;Simulation;Solo / Solitaire Game;Square Grid;Variable Player Powers,Components: 6 x 8 Grids;Components: Polyhedral (not D6) dice;Crowdfunding: Kickstarter;Digital Implementations: Steam;Game: Flash Point: Fire Rescue;Theme: Firefighting,Kevin Lanzing,Luis Francisco;George Patsouras,Indie Boards & Cards;999 Games;asmodee;Bard Centrum Gier;Broadway Toys LTD;Devir;Elznir Games;FunBox Jogos;Heidelberger Spieleverlag;Hobby Japan;Magellan;MINDOK,,,,,,,,,161,139,,,,,Smoke! Fire! Work as a team to save as many as you can from a blazing inferno.,,,,,,,,,,11.0,,,,,,,,,https://boardgamegeek.com/boardgame/100901/flash-point-fire-rescue,,45.0,,,,,,,,,,,,,,,
514,Commands & Colors: Napoleonics,2010,2,2,90.0,90.0,14.0,8.052,3449,2.75,514,6218,1404,16423,581,1149131,1.39,971,28,855,90,280,15,8,13,36,69,191,571,1200,899,489,Napoleonic;Wargame,Campaign / Battle Card Driven;Command Cards;Dice Rolling;Grid Movement;Hand Management;Hexagon Grid;Modular Board;Simulation,Country: France;Country: Great Britain;Country: Prussia;Digital Implementations: VASSAL;Game: Commands & Colors Napoleonics;History: Napoleonic Wars;Players: Two-Player Only Games;Players: Wargames with Rules Supporting Only Two Players;Series: Commands & Colors,Richard Borg,Pierre Benigni;Pascal Da Silva;Donal Hegarty;Rodger B. MacGowan;Mark Simonitch,Doit Games;GMT Games,,,,,,,,,,,13,,,,"Play several battles of the Napoleonic era, with a simple card driven system.",,,,,,,,,,8.0,,,,,,,,,https://boardgamegeek.com/boardgame/62222/commands-and-colors-napoleonics,,,,,,,,,,,,,,,,,
515,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,2016,1,8,60.0,120.0,10.0,7.562,6350,2.22,515,17966,3275,13183,339,560469,1.48,1141,31,2081,311,355,26,25,63,105,253,654,1500,2100,1100,505,Deduction;Murder / Mystery;Novel-based;Post-Napoleonic;Puzzle;Spies / Secret Agents,Cooperative Game;Narrative Choice / Paragraph;Solo / Solitaire Game;Storytelling,"Books: Mystery Novels;Books: Sherlock Holmes;Cities: London (England, UK);Country: England;Game: Sherlock Holmes Consulting Detective;Historical Figures: Jack the Ripper;Misc: Limited Replayability;Players: Games with Solitaire Rules",Suzanne Goldberg;Gary Grady;Jérôme Ropert,Bernard Bittler;Arnaud Demaegd;Neriac;Pascal Quidault,asmodee;Asterion Press;CrowD Games;Kaissa Chess & Games;Rebel Sp. z o.o.;Space Cowboys,,,,,,,,,101,,,,,,"Help Sherlock Holmes investigate the notorious serial killer, Jack the Ripper.",57.99,,,,,47.99,,,,2.97,,,,,,,,,https://boardgamegeek.com/boardgame/204305/sherlock-holmes-consulting-detective-jack-the-ripp,47.99,47.99,45.95,53.67,,,,,,,,,,,36.39,49.08,59.99
516,Nippon,2015,2,4,60.0,120.0,12.0,7.623,5151,3.76,516,4924,1694,15306,286,591741,1.22,874,40,1036,95,416,13,10,22,50,155,415,1200,2100,948,246,Economic;Industry / Manufacturing,Area Majority / Influence;Variable Phase Order,Components: Map (Continental / National scale);Country: Japan;Digital Implementations: Board Game Arena;History: Industrial Revolution,Nuno Bizarro Sentieiro;Paulo Soledade,Mariano Iannelli,What's Your Game?;asmodee;Ghenos Games;hobbity.eu,,,,,,,,298,,,,,,,Build an industrial empire out of a small business during Japan's Meiji period.,,,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/154809/nippon,,115.0,,,,,,,,,,,,,,,
517,Black Orchestra,2016,1,5,90.0,90.0,14.0,7.496,7061,2.42,517,11945,3147,16871,642,1109178,1.28,1567,86,1623,196,458,10,24,66,84,223,669,1900,2700,1100,308,Spies / Secret Agents;World War II,Action Points;Cooperative Game;Dice Rolling;Die Icon Resolution;Hand Management;Pick-up and Deliver;Point to Point Movement;Push Your Luck;Set Collection;Solo / Solitaire Game;Tech Trees / Tech Tracks;Variable Player Powers,Cities: Berlin (Germany);Country: Germany;Crowdfunding: Kickstarter;Digital Implementations: VASSAL;History: Resistance during WW2 in Europe;Misc: LongPack Games;Players: Games with Solitaire Rules,Philip duBarry,Cody Jones;Dann May;Lucas Soriano,Game Salute;Galakta;Ludonova;Matagot;REXhry;Starling Games (II);Tycoon Games,,Dann May,Cody Jones;Dann May,,,,,,107,,,,,,Team up to conceive and enact a plot to assassinate Hitler.,60.0,,67.32,48.6,,60.0,,,,39.99,,,,,,,,,https://boardgamegeek.com/boardgame/156858/black-orchestra,60.0,45.0,,,,,,,,,,,,,49.19,66.35,
518,Macao,2009,2,4,50.0,100.0,12.0,7.407,7594,3.13,518,6888,2276,27638,341,790216,1.34,1870,39,1815,102,739,18,22,71,126,318,827,2100,2600,1200,333,Dice;Nautical,Action Points;Dice Rolling;Hand Management;Network and Route Building;Open Drafting;Pick-up and Deliver;Set Collection,Country: Macao;Country: Portugal;Digital Implementations: Yucata;Series: Alea Big Box;Theme: Colonial,Stefan Feld,Julien Delval;Harald Lieske,alea;Ravensburger;Rio Grande Games;White Goblin Games,,,,,,,,331,,,,,,,"Deliver goods, build the city and your tableau using a unique dice selection method.",,,,,,,,,,130.0,,,,,,,,,https://boardgamegeek.com/boardgame/55670/macao,,130.0,,,,,,,,,,,,,,,
519,PitchCar,1995,2,8,30.0,30.0,6.0,7.271,11428,1.12,519,12517,3985,57994,358,898495,1.35,2886,128,1383,179,1003,22,44,80,213,538,1600,3600,3400,1400,514,Action / Dexterity;Children's Game;Party Game;Racing;Sports,Flicking;Modular Board;Race,Game: PitchCar;Mechanism: Finger Flicking Games;Promotional: Board Games;Sports: Auto Racing,Jean du Poël,Jean du Poël,Ferti;Goldsieber Spiele;Historien Spiele Galerie (Historien Spielegalerie);Lautapelit.fi;Vision,,,,,,,,,,121,,,,22,Flick disks around a wooden race track that you can customize out of the box!,,,,,,,,,,26.68,,,,,,,,,https://boardgamegeek.com/boardgame/150/pitchcar,,350.0,64.95,75.87,,,,,,,,,,,,,
520,Lord of the Rings: The Confrontation,2005,2,2,30.0,30.0,14.0,7.504,6669,2.19,520,8179,1957,22136,361,693947,1.34,1693,41,1542,180,372,20,20,43,75,239,731,1800,2300,1000,425,Adventure;Bluffing;Deduction;Fantasy;Movies / TV / Radio theme;Novel-based,Area Movement;Card Play Conflict Resolution;Hand Management;Secret Unit Deployment;Simultaneous Action Selection;Variable Player Powers,Authors: J.R.R. Tolkien;Players: Two-Player Only Games,Reiner Knizia;Eric M. Lang;Christian T. Petersen,Daarken;Chris Dien;John Gravato;John Howe;Michael Komarck;Damien Mammoliti;Scott Schomburg;Sedone Thongvilay,Fantasy Flight Games;Ghost Galaxy;Edge Entertainment;Galakta;Galápagos Jogos;Game Harbor;Giochi Uniti;Heidelberger Spieleverlag;Korea Boardgames;Lautapelit.fi,,John Goodenough;Michael Hurley;Steven Kimball;Jeremy Zwirn,WiL Springer,,,Michael Hurley;Steven Kimball,,333,,,,,,,Get Frodo to Mordor Stratego-style before shadow overtakes him.,,,,,,,,,,6.04,,,,,,,,,https://boardgamegeek.com/boardgame/18833/lord-of-the-rings-the-confrontation,,185.0,,,,,,,,,,,,,,,
521,Kingsburg,2007,2,5,90.0,90.0,13.0,7.169,19985,2.42,521,18486,3329,58238,713,1226481,1.23,4104,57,3415,396,681,31,61,154,318,988,2800,6900,6500,1900,461,City Building;Dice;Fantasy;Medieval,Dice Rolling;Tech Trees / Tech Tracks;Worker Placement with Dice Workers,Digital Implementations: BrettspielWelt,Andrea Chiarvesio;Luca Iennaco,Mad4GameStyle,Stratelibri;Edge Entertainment;ElfinWerks;Fantasy Flight Games;Heidelberger Spieleverlag;Hobby World;Smart Ltd;Truant Spiele;Ubik;Ulisses Spiele,,,,,,,,376,,134,,,,,"Grow your realm, influence members of the King's court and fight the forces of winter",,,,,,,,,,48.59,,,,,,,,,https://boardgamegeek.com/boardgame/27162/kingsburg,39.99,40.0,,,,,,,,,,,,,,,
522,Unmatched: Little Red Riding Hood vs. Beowulf,2020,2,2,20.0,20.0,9.0,8.087,3363,2.0,522,10730,667,4555,212,148783,1.2,409,44,614,83,124,3,5,11,11,37,158,612,1300,739,465,Card Game;Fantasy;Fighting;Mythology;Novel-based,Action Points;Card Play Conflict Resolution;Hand Management;Line of Sight;Point to Point Movement;Variable Player Powers,Authors: The Brothers Grimm;Category: Two-Player Fighting Games;Characters: Beowulf;Components: Miniatures;Components: Multi-Use Cards;Folk Tales & Fairy Tales: Little Red Riding Hood;Game: Unmatched;Misc: Watch It Played How To Videos;Players: Two-Player Only Games,Noah Cohen;Rob Daviau;Justin D. Jacobson;Brian Neff,Marc Aspinall;Ian O'Toole,Mondo Games;Restoration Games;Buró;CMON Global Limited;GaGa Games;Geekach LLC;IELLO;Lucky 6ix;Mancalamaro;Ogry Games;Reflexshop;TCG Factory;White Goblin Games;YOKA Games,,,,Punga Miniatures,,,,304,,,,,,,She survived the Big Bad Wolf. Can Little Red defeat Beowulf?,,,,,,20.49,,,,13.98,,,,,,,,,https://boardgamegeek.com/boardgame/325635/unmatched-little-red-riding-hood-vs-beowulf,19.99,21.95,,,,,,,,,,,,,,,
523,Stockpile,2015,2,5,45.0,45.0,13.0,7.43,7557,2.12,523,8001,2619,22730,419,609444,1.26,1482,44,1243,142,545,16,12,48,104,259,841,2200,2700,1100,307,Economic,Auction / Bidding;Auction: Fixed Placement;Betting and Bluffing;Commodity Speculation;Constrained Bidding;Investment;Market;Open Drafting;Stock Holding;Victory Points as a Resource,Crowdfunding: Kickstarter;Digital Implementations: Board Game Arena;Digital Implementations: Google Play;Digital Implementations: Steam;Digital Implementations: Tabletopia;Game: Stockpile;Misc: LongPack Games;Series: Madison Game Design Cabal;Theme: Stock Market,Brett Sobol;Seth Van Orden,Jacqui Davis;Ian O'Toole,Nauvoo Games;GaGa Games;GoKids 玩樂小子;Lanlalen;Matagot;Popcorn Games,,,Ian O'Toole,,,,,342,,,,,,,Bid for and sell stocks as insider traders with hidden information!,,,,,,,,,,85.0,,,,,,,,,https://boardgamegeek.com/boardgame/161614/stockpile,,85.0,,,,,,,,,,,,,,,
524,MicroMacro: Crime City – Full House,2021,1,4,15.0,45.0,10.0,7.661,4881,1.17,524,15386,951,32249,185,192082,1.16,678,176,1333,197,135,5,4,20,36,85,407,1300,2000,749,279,Deduction;Murder / Mystery,Cooperative Game;Deduction;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Storytelling;Team-Based Game,Game: MicroMacro;Mechanism: Campaign Games;Misc: Limited Replayability,Johannes Sich,Daniel Goll;Tobias Jochinke;Johannes Sich,Edition Spielwiese;Blackrock Games;Brädspel.se;Brain Games;Galápagos Jogos;Hard Boiled Games;Hobby Japan;Lautapelit.fi;Lifestyle Boardgames Ltd;Lucky Duck Games;Meanbook Games;MINDOK;MS Edizioni;Nova Era (Нова Ера);Oxygame;Pegasus Spiele;Rawstone;Reflexshop;SD Games;Siam Board Games;White Goblin Games,,,,,,,,,,98,,,,,Find the small traces to solve the big cases.,26.45,,33.95,24.51,23.49,,,,,14.99,25.99,,,,,,,,https://boardgamegeek.com/boardgame/338834/micromacro-crime-city-full-house,,24.0,,,,,,,,34.99,,,,,17.55,23.67,
525,Clash of Cultures,2012,2,4,180.0,240.0,14.0,7.569,5885,3.6,525,6406,2351,12389,523,1201501,1.42,1419,9,1856,286,363,15,23,46,102,223,587,1400,1900,1100,444,Ancient;City Building;Civilization;Economic;Exploration;Territory Building,Action Points;Area Majority / Influence;Critical Hits and Failures;Dice Rolling;Grid Movement;Hand Management;Hexagon Grid;Modular Board;Movement Points;Tech Trees / Tech Tracks;Trading,Components: Miniatures;Digital Implementations: VASSAL;Game: Clash of Cultures;Mechanism: 4X,Christian Marcussen,Chris Quilliams,Z-Man Games;Ediciones MasQueOca,,,,,,,,319,,,,,,,Lead your civilization from a single settlement to a mighty empire.,,,,,,,,,,19.99,,,,,,,,,https://boardgamegeek.com/boardgame/40765/clash-of-cultures,,24.0,,,,,,,,,,,,,,,
526,Mice and Mystics,2012,1,4,60.0,90.0,7.0,7.213,20217,2.73,526,41423,8291,52241,2279,2508218,1.42,4222,95,6053,914,940,38,99,229,466,1100,3000,6000,6000,2400,968,Adventure;Animals;Exploration;Fantasy;Fighting;Miniatures,Area Movement;Cooperative Game;Dice Rolling;Multiple Maps;Role Playing;Scenario / Mission / Campaign Game;Storytelling;Variable Player Powers,Animals: Cockroaches;Animals: Ladybugs / Ladybirds;Animals: Mice;Animals: Rats;Animals: Spiders;Category: Dungeon Crawler;Components: Dice with Icons;Components: Miniatures;Game: Mice and Mystics;Mechanism: Campaign Games;Misc: Watch It Played How To Videos;Players: Games with Solitaire Rules;Theme: Anthropomorphic Animals,Jerry Hawthorne,JJ Ariosa;Chad Hoverter;David Richards,"Plaid Hat Games;CrowD Games;Cube Factory of Ideas;Delta Vision Publishing;Ediciones MasQueOca;Filosofia Éditions;Galápagos Jogos;Heidelberger Spieleverlag;Hobby Japan;Lord of Boards;MYBG Co., Ltd.;Raven Distribution;Summon Games;Z-Man Games",,,,,Mr. Bistro,Mr. Bistro,,,158,,,,,,"After being turned into mice, a prince and his allies experience giant-sized stories.",71.99,,,,,71.99,,,,22.95,,,,,,,,,https://boardgamegeek.com/boardgame/124708/mice-and-mystics,71.99,71.99,,,,,,,,,,,,,65.55,88.41,
527,Reign of Cthulhu,2016,2,4,40.0,40.0,14.0,7.363,10777,2.16,527,20925,2680,26663,794,858533,1.24,1740,79,1986,298,274,25,20,51,137,402,1300,3400,3700,1200,424,Horror;Novel-based,Action Points;Cooperative Game;Hand Management;Point to Point Movement;Set Collection;Trading;Variable Player Powers,Components: Miniatures;Game: Pandemic;Occupation: Medic / Doctor / Nurses;Theme: Cthulhu Mythos,Matt Leacock;Chuck D. Yager,Philippe Guérin;Fred Jordan;Atha Kanaani;Paul Kluka;Chris Quilliams,Z-Man Games;Asterion Press;Devir;Filosofia Éditions;Hobby Japan;Kaissa Chess & Games;Lacerta;Rebel Sp. z o.o.,,,,Paul Kluka,,,,395,138,,,,,,"Close portals, shut down cultists, and stave off insanity before an Old One awakens.",39.99,,,,,43.99,,,,8.96,,,,,,,,,https://boardgamegeek.com/boardgame/192153/reign-of-cthulhu,,43.99,,,,,,,,49.99,,,,,41.19,55.56,39.99
528,Trekking Through History,2022,1,4,30.0,60.0,10.0,7.55,5967,1.74,528,11835,3316,23337,580,432527,1.12,994,261,795,119,305,2,4,32,53,157,468,1700,2400,905,205,Adventure;Educational,Multi-Use Cards;Open Drafting;Set Collection;Turn Order: Time Track,Components: Game Trayz Inside;Crowdfunding: Kickstarter;Digital Implementations: TableTop Simulator Mod (TTS);Misc: Mensa Select;Players: Games with expansions that add solo play;Theme: Time Travel,Charlie Bink,Eric Hibbeler,Underdog Games (I);ADC Blackfire Entertainment;Game Factory;Gém Klub Kft.;Kaissa Chess & Games;Korea Boardgames;Lautapelit.fi;Lord of Boards;MIPL;Rebel Sp. z o.o.;White Goblin Games,John Brieger,Kristi B.;Nick Bentley;John Brieger;Velgus,Dann May,,,,Noah Adelman;Bryce Cook,,,104,,,,,Time travel to some of the greatest moments in human history.,49.9,,59.95,43.28,,,,,,17.6,,,,,,,,,https://boardgamegeek.com/boardgame/353288/trekking-through-history,,40.0,,,,,,,,,,,,,,,
